Date, Title, Note, Hyperlink, Espanol, NIOSH Number, NTIS Number, Other Number, Category
Nov 2009,"Genetics in the Workplace: Implications for Occupational Safety and Health","",https://www.cdc.gov/niosh/docs/2010-101/,,2010-101,PB2010-104-043,,
Nov 2009,"NIOSH Factsheet","",https://www.cdc.gov/niosh/docs/2009-120/,https://www.cdc.gov/spanish/niosh/docs/2009-120_sp/,2009-120,,,
Oct 2009,"Transportation, Warehousing, and Utilities Advancing priorities through research and partnerships","",https://www.cdc.gov/niosh/docs/2010-106/,https://www.cdc.gov/spanish/niosh/docs/2010-106_sp/,2010-106,,,
Oct 2009,"Safety Advisory: Manual Adjustment of Automatic Slack Adjusters May Contribute to Unexpected Brake Failure on Automotive Fire Apparatus","",https://www.cdc.gov/niosh/docs/2010-102/,https://www.cdc.gov/spanish/niosh/docs/2010-102_sp/,2010-102,PB2010-103-884,,
Oct 2009,"Refuge Chamber Expectations Training: Instructor Guide and Lesson Plans","",,,2010-100,PB2010-105-899,IC 9516,Mining
Oct 2009,"Delivering on the Nation&#39;s Investment in Worker Safety and Health: NIOSH Transition Report 2009","Superceded by <a href=/niosh/docs/2010-122/>2010-122</a>",,,2009-144,PB2010-101-371,,
Sep 2009,"Results of In-Mine Research in Support of the Investigation of the Sago Mine Explosion","",https://www.cdc.gov/niosh/mining/works/coversheet1245.html,,2009-168,PB2010-103-845,RI 9678,Mining
Sep 2009,"Indexed Dermal Bibliography","",https://www.cdc.gov/niosh/docs/2009-153/,,2009-153,PB2010-101-432,,
Aug 2009,"NIOSH Health Hazard Evaluation Program - Booklet","Supersedes 2000-132",https://www.cdc.gov/niosh/docs/2009-167/,https://www.cdc.gov/spanish/niosh/docs/2009-167_sp/,2009-167,,,
Aug 2009,"Noncoal Contractor Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet1368.html,,2009-165,,,Mining
Aug 2009,"Coal Contractor Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet1233.html,,2009-164,,,Mining
Aug 2009,"Sand and Gravel Operator Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet797.html,,2009-163,,,Mining
Aug 2009,"Stone Operator Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet193.html,,2009-162,,,Mining
Aug 2009,"Nonmetal Operator Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet1729.html,,2009-161,,,Mining
Aug 2009,"Metal Operator Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet895.html,,2009-160,,,Mining
Aug 2009,"Coal Operator Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet468.html,,2009-159,,,Mining
Aug 2009,"Underground and Surface Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet1480.html,,2009-158,,,Mining
Aug 2009,"Mining Facts - 2007","",https://www.cdc.gov/niosh/mining/works/coversheet401.html,,2009-157,,,Mining
Aug 2009,"Fire Fighter Fatality Investigation and Prevention Program : Compilation of Line-of-Duty Injury and Death Investigation Reports and Publications","CD-ROM",https://www.cdc.gov/niosh/docs/2009-155c/,,2009-155c,,,
Aug 2009,"The Cost of Fatal Injuries to Civilian Workers in the United States, 1992-2001","",https://www.cdc.gov/niosh/docs/2009-154/,,2009-154,PB2010-103-901,,
Aug 2009,"Qualitative Risk Characterization and Management of Occupational Hazards: Control Banding (CB)","",https://www.cdc.gov/niosh/docs/2009-152/,,2009-152,PB2009-113-740,,
Aug 2009,"Compendium of Structural Testing Data for 20-psi Coal Mine Seals","",https://www.cdc.gov/niosh/mining/works/coversheet710.html,,2009-151,PB2010-101-372,IC 9515,Mining
Jul 2009,"NIOSH Develops New Software to Analyze and Reduce Noise Exposure","",https://www.cdc.gov/niosh/mining/works/coversheet54.html,,2009-150,,TN 536,Mining
Jul 2009,"Guidelines for Instructional Materials on Refuge Chamber Setup, Use, and Maintenance","",https://www.cdc.gov/niosh/mining/works/coversheet498.html,,2009-148,PB2009-112-052,IC 9514,Mining
Jun 2009,"Healthcare and Social Assistance Advancing priorities through research and partnerships","",https://www.cdc.gov/niosh/docs/2009-149/,https://www.cdc.gov/spanish/niosh/docs/2009-149_sp/,2009-149,,,
Jun 2009,"The WorkLife Initiative","",https://www.cdc.gov/niosh/docs/2009-146/,,2009-146,,,
Jun 2009,"Proceedings of the Second American Conference on Human Vibration","",https://www.cdc.gov/niosh/mining/works/coversheet1258.html,,2009-145,PB2010-103-299,IC 9513,Mining
Jun 2009,"State of the Sector | Healthcare and Social Assistance: Identification of Research Opportunities for the Next Decade of NORA","",https://www.cdc.gov/niosh/docs/2009-139/,,2009-139,PB2010-105-867,,
Jun 2009,"State of the Sector | Healthcare and Social Assistance Identification of Research Opportunities for the Next Decade of NORA - Executive Summary","",https://www.cdc.gov/niosh/docs/2009-138/,,2009-138,PB2011-111-459,,
May 2009,"Approaches to Safe Nanotechnology Managing Health and Safety Concerns with Engineered Nanomaterials","",https://www.cdc.gov/niosh/docs/2010-112c/,,2010-112c,,,
May 2009,"Underground Coal Mine Map Reading Training","",https://www.cdc.gov/niosh/mining/works/coversheet1825.html,,2009-143c,,,Mining
May 2009,"Escape From Farmington No. 9: An Oral History. Instructor&#39;s Guide and Additional Information","",https://www.cdc.gov/niosh/mining/works/coversheet1628.html,,2009-142D,,,Mining
May 2009,"Determination of Sound Exposures (DOSES): Software Manual and Implementation Guide","",https://www.cdc.gov/niosh/mining/works/coversheet462.html,,2009-135,PB2009-112-051,,Mining
May 2009,"NIOSH Releases New Educational Video: Escape from Farmington No. 9: An Oral History","",https://www.cdc.gov/niosh/mining/works/coversheet1582.html,,2009-134,,TN 535,Mining
Apr 2009,"A Strategy for Assigning New NIOSH Skin Notations - CIB 61","",https://www.cdc.gov/niosh/docs/2009-147/,,2009-147,PB2009-113-297,,CIB
Apr 2009,"NIOSH B Reader Certification Program: Looking to the Future","",https://www.cdc.gov/niosh/docs/2009-140/,,2009-140,PB2009-109-537,,
Apr 2009,"Preventing Occupational Exposures to Lead and Noise at Indoor Firing Ranges","",https://www.cdc.gov/niosh/docs/2009-136/,https://www.cdc.gov/spanish/niosh/docs/2009-136_sp/,2009-136,PB2009-109-531,,Alert
Apr 2009,"2008 Direct-Reading Exposure Assessment Methods (D.R.E.A.M.) Workshop","",https://www.cdc.gov/niosh/docs/2009-133/,,2009-133,,,
Apr 2009,"Recommendations for the Selection and Use of Respirators and Protective Clothing for Protection Against Biological Agents","",https://www.cdc.gov/niosh/docs/2009-132/,https://www.cdc.gov/spanish/niosh/docs/2009-132_sp/,2009-132,,,
Apr 2009,"No-nose Saddles for Preventing Genital Numbness and Sexual Dysfunction from Occupational Bicycling","",https://www.cdc.gov/niosh/docs/wp-solutions/2009-131/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2009-131_sp/,2009-131,PB2009-109-485,,Workplace Solutions
Apr 2009,"NIOSH Bibliography of Communication and Research Products 2008","",https://www.cdc.gov/niosh/docs/2009-129/,,2009-129,PB2009-109-530,,
Apr 2009,"An Overview of Safety and Health for Workers in the Horse-Racing Industry","",https://www.cdc.gov/niosh/docs/2009-128/,https://www.cdc.gov/spanish/niosh/docs/2009-128_sp/,2009-128,PB2009-109-529,,
Apr 2009,"Workplace Solutions: Reducing Hazardous Dust Exposure When Rock Drilling During Construction","",https://www.cdc.gov/niosh/mining/works/coversheet907.html,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2009-124_sp/,2009-124,PB2009-108-934,,Workplace Solutions
Apr 2009,"Workplace Solutions: Reducing Hazardous Dust in Enclosed Operator Cabs During Construction","",https://www.cdc.gov/niosh/mining/works/coversheet1465.html,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2009-123_sp/,2009-123,PB2009-108-933,,Workplace Solutions
Apr 2009,"Control of Hazardous Dust When Grinding Concrete","",https://www.cdc.gov/niosh/docs/wp-solutions/2009-115/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2009-115_sp/,2009-115,PB2009-108-932,,Workplace Solutions
Apr 2009,"SPIROLA CD","",https://www.cdc.gov/niosh/topics/spirometry/spirola.html,,2009-101c,,,
Mar 2009,"Approaches to Safe Nanotechnology Managing the Health and Safety Concerns Associated with Engineered Nanomaterials","",https://www.cdc.gov/niosh/docs/2009-125/,,2009-125,PB2009-108-943,,
Mar 2009,"Harry&#39;s Hard Choices: Mine Refuge Chamber Training","",https://www.cdc.gov/niosh/mining/works/coversheet1838.html,,2009-122,Trainee's Problem Booklet: PB2010-109-323<br />Instructor's Guide: PB2010-109-324,IC 9511,Mining
Mar 2009,"Electrical Safety: Safety and Health for Electrical Trades Student Manual","",https://www.cdc.gov/niosh/docs/2009-113/,https://www.cdc.gov/spanish/niosh/docs/2009-113_sp/,2009-113,PB2009-108-942,,
Mar 2009,"Information for Employers Complying with OSHA&#39;s Bloodborne Pathogens Standard","",https://www.cdc.gov/niosh/docs/2009-111/,,2009-111,,,
Mar 2009,"Environmental Control for Tuberculosis: Basic Upper-Room Ultraviolet Germicidal Irradiation Guidelines for Healthcare Settings","",https://www.cdc.gov/niosh/docs/2009-105/,,2009-105,PB2009-108-105,,
Feb 2009,"Occupational Health of Hired Farmworkers in the United States National Agricultural Workers Survey Occupational Health Supplement, 1999","",https://www.cdc.gov/niosh/docs/2009-119/,,2009-119,PB2009-109-534,,
Feb 2009,"Injuries to Youth on Farms and Safety Recommendations, U.S. 2006","",https://www.cdc.gov/niosh/docs/2009-117/,,2009-117,,,
Feb 2009,"Interim Guidance for Medical Screening and Hazard Surveillance for Workers Potentially Exposed to Engineered Nanoparticles - CIB 60","",https://www.cdc.gov/niosh/docs/2009-116/,,2009-116,PB2009-105-919,,CIB
Feb 2009,"Preventing Deaths and Injuries of Fire Fighters Working Above Fire-Damaged Floors","",https://www.cdc.gov/niosh/docs/wp-solutions/2009-114/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2009-114_sp/,2009-114,PB2009-106-353,,Workplace Solutions
Feb 2009,"Ergonomics Processes: Implementation Guide and Tools for the Mining Industry","",https://www.cdc.gov/niosh/mining/works/coversheet597.html,,2009-107,PB2010-101-431,IC 9509,Mining
2009,"Proceedings of the International Workshop on Numerical Modeling for Underground Mine Excavation Design","",https://www.cdc.gov/niosh/mining/works/coversheet1519.html,,2009-141,PB2010-107517,,Mining
Dec 2008,"QuickFit Earplug Test Device","",https://www.cdc.gov/niosh/mining/works/coversheet581.html,https://www.cdc.gov/spanish/niosh/docs/2009-112_sp/,2009-112,,TN 534,Mining
Nov 2008,"A Performance Evaluation of Two Overhead Power Line Proximity Warning Devices","",https://www.cdc.gov/niosh/mining/works/coversheet165.html,,2009-110,PB2009-106-700,IC 9510,Mining
Nov 2008,"Take Pride in Your Job: Seat Belts (Video)","",https://www.cdc.gov/niosh/docs/video/2009-109d/,,2009-109d,,,
Nov 2008,"Take Pride in Your Job: Fall Protection (Video)","",https://www.cdc.gov/niosh/docs/video/2009-108d/,,2009-108d,,,
Nov 2008,"Key Design Factors of Enclosed Cab Dust Filtration Systems","",https://www.cdc.gov/niosh/mining/works/coversheet1616.html,,2009-103,PB2009-103-217,RI 9677,Mining
Nov 2008,"Explosion Effects on Mine Ventilation Stoppings","",https://www.cdc.gov/niosh/mining/works/coversheet1552.html,,2009-102,PB2009-103-237,RI 9676,Mining
Nov 2008,"Fire Fighter Fatality Investigation and Prevention Program: Leading Recommendations for Preventing Fire Fighter Fatalities, 1998&#8211;2005","",https://www.cdc.gov/niosh/docs/2009-100/,,2009-100,PB2009-103-216,,
Oct 2008,"Essential Elements of Effective Workplace Programs and Policies for Improving Worker Health and Wellbeing","",https://www.cdc.gov/niosh/docs/2010-140/,,2010-140,PB2011-107551,,
Oct 2008,"Personal Protective Equipment for Health Care Workers Who Work with Hazardous Drugs","",https://www.cdc.gov/niosh/docs/wp-solutions/2009-106/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2009-106_sp/,2009-106,PB2009-100-864,,Workplace Solutions
Oct 2008,"The Application of Major Hazard Risk Assessment (MHRA) to Eliminate Multiple Fatality Occurrences in the U.S. Minerals Industry","",https://www.cdc.gov/niosh/mining/works/coversheet393.html,,2009-104,PB2009-103-218,IC 9508,Mining
Oct 2008,"Reducing Low Back Pain and Disability in Mining","",https://www.cdc.gov/niosh/mining/works/coversheet406.html,,2008-135,PB2009-103-215,IC 9507,Mining
Sep 2008,"Underground and Surface Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet1106.html,,2008-166,,,Mining
Sep 2008,"Noncoal Contractor Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet1295.html,,2008-165,,,Mining
Sep 2008,"Coal Contractor Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet516.html,,2008-164,,,Mining
Sep 2008,"Sand and Gravel Operator Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet300.html,,2008-163,,,Mining
Sep 2008,"Stone Operator Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet1322.html,,2008-162,,,Mining
Sep 2008,"Nonmetal Operator Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet770.html,,2008-161,,,Mining
Sep 2008,"Metal Operator Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet657.html,,2008-160,,,Mining
Sep 2008,"Coal Operator Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet557.html,,2008-159,,,Mining
Sep 2008,"Mining Facts - 2006","",https://www.cdc.gov/niosh/mining/works/coversheet1694.html,,2008-158,,,Mining
Sep 2008,"Underground and Surface Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet1715.html,,2008-157,,,Mining
Sep 2008,"Noncoal Contractor Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet1116.html,,2008-156,,,Mining
Sep 2008,"Coal Contractor Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet1689.html,,2008-155,,,Mining
Sep 2008,"Sand and Gravel Operator Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet1432.html,,2008-154,,,Mining
Sep 2008,"Stone Operator Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet117.html,,2008-153,,,Mining
Sep 2008,"Nonmetal Operator Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet1376.html,,2008-152,,,Mining
Sep 2008,"Metal Operator Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet320.html,,2008-151,,,Mining
Sep 2008,"Coal Operator Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet336.html,,2008-150,,,Mining
Sep 2008,"Mining Facts - 2005","",https://www.cdc.gov/niosh/mining/works/coversheet684.html,,2008-149,,,Mining
Sep 2008,"Guidelines for Minimum and Comprehensive State-Based Public Health Activities in Occupational Safety and Health","",https://www.cdc.gov/niosh/docs/2008-148/,,2008-148,PB2010-103-285,,
Sep 2008,"Minimizing Respirable Dust Exposure in Enclosed Cabs by Maintaining Cab Integrity","",https://www.cdc.gov/niosh/mining/works/coversheet1783.html,https://www.cdc.gov/spanish/niosh/docs/2008-147_sp/,2008-147,,TN 533,Mining
Sep 2008,"Collapsible Drill Steel Enclosure for Reducing Roof Bolting Machine Drilling Noise","",https://www.cdc.gov/niosh/mining/works/coversheet1158.html,,2008-146,,TN 532,Mining
Sep 2008,"Engineering Controls for Reducing Continuous Mining Machine Noise","",https://www.cdc.gov/niosh/mining/works/coversheet946.html,https://www.cdc.gov/spanish/niosh/docs/2008-145_sp/,2008-145,,TN 531,Mining
Sep 2008,"Fact Sheet &#8212; Fatal Injuries among Landscape Services Workers","",https://www.cdc.gov/niosh/docs/2008-144/,https://www.cdc.gov/spanish/niosh/docs/2008-144_sp/,2008-144,PB2009-102-061,,Fact Sheet
Sep 2008,"Control of Hazardous Dust During Tuckpointing","",https://www.cdc.gov/niosh/docs/wp-solutions/2008-126/,https://www.cdc.gov/spanish/niosh/docs/wp-solutions/2008-126_sp/,2008-126,PB2009-100-465,,Workplace Solutions
Jul 2008,"Estimating the Permeation Resistance of Nonporous Barrier Polymers to Sulfur Mustard (HD) and Sarin (GB) Chemical Warfare Agents Using Liquid Simulants","",https://www.cdc.gov/niosh/docs/2008-141/,,2008-141,PB2009-100-852,,
Jul 2008,"Respiratory Protection Recommendations for Airborne Exposures to Crystalline Silica","",https://www.cdc.gov/niosh/docs/2008-140/,https://www.cdc.gov/spanish/niosh/docs/2008-140_sp/,2008-140,PB2008-113-739,,
Jul 2008,"Application of the ILO International Classification of Radiographs of Pneumoconioses to Digital Chest Radiographic Images","",https://www.cdc.gov/niosh/docs/2008-139/,,2008-139,,,
Jul 2008,"Exposure to Stress: Occupational Hazards in Hospitals","",https://www.cdc.gov/niosh/docs/2008-136/,,2008-136,PB2008-112-816,,
Jul 2008,"Faces of Black Lung","Video",https://www.cdc.gov/niosh/docs/video/2008-131/,,2008-131,,,
Jul 2008,"First Responders: Encourage Your Workers to Report Bloodborne Pathogen Exposures","",https://www.cdc.gov/niosh/docs/2008-118/,,2008-118,,,
Jul 2008,"First Responders: Visual Poster on Bloodborne Pathogen Exposures","",https://www.cdc.gov/niosh/docs/2008-117/,,2008-117,,,
Jul 2008,"First Responders: Informational Poster on Bloodborne Pathogen Exposures","",https://www.cdc.gov/niosh/docs/2008-116/,,2008-116,,,
Jul 2008,"First Responders: Protect Your Employees with an Exposure Control Plan","",https://www.cdc.gov/niosh/docs/2008-115/,,2008-115,,,
Jul 2008,"Ergonomics and Risk Factor Awareness Training for Miners","",https://www.cdc.gov/niosh/mining/works/coversheet582.html,,2008-111,PB2009-105-144,IC 9497,Mining
Jun 2008,"A Global Perspective on Safe Nanotechnology","",https://www.cdc.gov/niosh/docs/2009-130/,,2009-130,PB2010-102-574,,
Jun 2008,"Self-Contained Self-Rescuer Long Term Field Evaluation Tenth Phase Results","",https://www.cdc.gov/niosh/mining/works/coversheet1191.html,,2008-138,PB2008-112-824,RI 9675,Mining
Jun 2008,"Guidelines for Permitting, Construction, and Monitoring of Retention Bulkheads in Underground Coal Mines","",https://www.cdc.gov/niosh/mining/works/coversheet1124.html,,2008-134,PB2008-113-763,,Mining
Jun 2008,"Age Awareness Training for Miners","",https://www.cdc.gov/niosh/mining/works/coversheet637.html,,2008-133,,IC 9505,Mining
Jun 2008,"Guidance on Emergency Responder Personal Protective Equipment (PPE) for Response to CBRN Terrorism Incidents","",https://www.cdc.gov/niosh/docs/2008-132/,,2008-132,,,
May 2008,"Keeping Knees Healthy in Restricted Work Spaces: Applications in Low-Seam Mining","",https://www.cdc.gov/niosh/mining/works/coversheet1555.html,,2008-130,PB2009-100-857,IC 9504,Mining
May 2008,"Performance of a Polyurethane Core Seal Tested in a Hydrostatic Chamber","",https://www.cdc.gov/niosh/mining/works/coversheet1296.html,,2008-129,PB2009-103214,RI 9674,Mining
